,IsToxic,IsAbusive,IsThreat,IsProvocative,IsObscene,IsHatespeech,IsRacist,IsNationalist,IsSexist,IsReligiousHate,LEMM
27,False,False,False,False,False,False,False,False,False,False,"This case overshadowed cop murdered kid fake sword Saratoga Springs , Utah . I much outraged Mike brown case . The murder happened Utah deal . Cops provided non lethal weapon . The shooting Utah unwarranted ran , ' know ran lunged police fake sword taken opportunity immediate action right . He ran shot 6 time back . We know large group cop corrupt murderer nothing new . Though I ran police many time I teen , cop pursue find hiding . Not put 6 bullet back ending life . They said paper , Saratoga Springs 5 % black population .. I I would say 5 % ."
28,True,False,False,False,False,True,True,False,False,False,This man zionist jew look ypu see jewnesss face cnn employ zionist sympathiser neo-con racist wolf blitzer emplpyeee
29,False,False,False,False,False,False,False,False,False,False,"`` There blood street worried word '' .... ALL getting tired way mainstream medium treating u like idiot follow condescending , irrelevant , distracting , disparaging narrative ... Step CNN"
30,True,True,False,True,False,False,False,False,False,False,"stop criminal wont get shot , simple"
31,False,False,False,False,False,False,False,False,False,False,I LIKE TURTLES !
32,True,True,False,False,False,False,False,False,False,False,Massri need education .
33,True,True,False,False,True,False,False,False,False,False,CNN mother fucker .... fuck peace shit !
34,True,True,False,True,True,True,True,False,False,False,"Hers statement , I think ali sheep butt fucker masri take ak go fight syria .."
35,True,True,False,False,False,False,False,False,False,False,Hahahahaha . This guy Ed Bassmaster ' character ALWAYS TESTE . Ed Bassmaster semi-retarded character cross-eyed like guy
36,False,False,False,False,False,False,False,False,False,False,How childish cop sleep night ?
37,True,True,False,False,False,False,False,False,False,False,A completely idiot minutrs fame
38,True,True,False,False,False,False,False,False,False,False,I hope god guy still falling ol banana tailpipe bullshit news ' giving
39,True,True,False,False,False,False,False,False,False,False,CNN Bullcrap !
40,False,False,False,False,False,False,False,False,False,False,"Alright . This entire case crap . All people saying white people racist , calling bad name `` racist '' , would like call , u . There extensive investigation prove boy ' death self defense . However , I defending whole KKK thing . But , I defending helpless citizen Ferguson . This boy died . I ' care white black . What I care people Ferguson treating town . If really cared incident , would hold memorial express feelings.This helping get justice . What really matter boy dead . Something HAS done . The Grand Jury decided . Can ?"
41,False,False,False,False,False,False,False,False,False,False,This guy know happened hand
42,True,True,False,False,True,False,False,False,False,False,Ayy CNN lookin like pussy
43,True,True,False,False,False,False,False,False,False,False,Smirconnish even-handed guy world . This guy Masri idiot .
44,True,True,False,False,False,True,True,False,False,False,"Masri total idiot `` I ' know evidence , I come conclusion instead '' Here clue , dont attack cop try take gun rush finally get car wont get shot duhhh . So would Masri , take Brown icecream beating ground defend ? BTW , Browns momma gramma violently assaulted people selling T-shirts memory Brown put two people hospital , stole money trashed shop probably charged , know sort mentality Brown raised thug wan na , caused death ."
45,False,False,False,False,False,False,False,False,False,False,He take break Bassem making much sense debate .
46,True,False,False,False,False,True,True,False,False,False,"Let ' reverse roll ! Black racist cop rich white community . ( ' prove racist ) When white man get pissed intolerable condition . We unload several clip high caliber ammo point blank range audacity questioning authority . All Americans need full alert elitist agenda set president questioning authority . The elitist upper-class problem . Prison culture CIA drug Cartels . Exporting job importing cheap labor , While elitist get bailed support corrupt system . We turn around c get past race issue Govt . incites divide working class , hardly call working class Govt put everyone work . We homeless class . Let u get Western history role big money play clusterfuck designed destroy Nation Destroyed point . We get back , ask ."
47,True,True,False,False,False,False,False,False,False,False,This moron talking peaceful ? Their burning nation ' flag idiot . Even though ' suppose old knowledge . They baby making noise .
48,False,False,False,False,False,False,False,False,False,False,This CIA agent provocateur operative kick-start riot New American Civil War . He ' African American rehearsed `` Ebonics '' transparent .
49,True,True,False,True,False,True,True,False,False,False,Can someone shoot black idiot ? That would make giggle inside : )
50,True,True,False,True,True,False,False,False,False,False,You people sick ! This man speaking truth ' mad . Trying justify young boy nothing shot killed smh . Y ' devil disease earth ! I ' glad sun burn ass extinction planet back ! Half animal half devil cave beast ! ! !
51,True,True,True,True,False,True,False,False,False,True,The world changing im mad police id dam isi gon na come thats time kill faucks
52,False,False,False,False,False,False,False,False,False,False,"CNN propaganda part , people let hear Ferguson ."
53,True,True,False,False,False,False,False,False,False,False,What waste time talking idiot . `` You know Im sayin . '' `` I ' believe I want believe . `` - Yup- hell fact evidence . Loser .
54,True,True,False,False,False,False,False,False,False,False,"News fucktards ........... puppet player , , , , , paid liar"
55,False,False,False,False,False,False,False,False,False,False,Bassem right express .... freedom expression ..... We right .... Its amendment Constitution ..... I dont think CNN competent .
56,True,True,False,False,False,False,False,False,False,False,"guy riot work ? Orrrr , let guess fuck day nothing ."
57,False,False,False,False,False,False,False,False,False,False,Mr. Masri 100 % right say better .
58,False,False,False,False,False,False,False,False,False,False,Can anyone tell racist white man shoot black man ? Is racist black man shoot white man ? Why case turn instantly racist one make sense .
59,True,True,False,False,False,False,False,False,False,False,Racial profiling police intimidation ? He robbed store got killed result . Fucking excuse man . Black people ' get arrested commit strong arm robbery . When black people get violent ' fear getting put like animal . He actually said ' worry warrant . lol . Fucking piece human garbage .
60,True,True,False,False,True,False,False,False,False,False,Wrong Mother Fucker . No shoot apprehend
61,False,False,False,False,False,False,False,False,False,False,"Black white crime seems big topic u Ferguson case . I came brag Finnish cop used firearm 6 time last year , 2 time towards human , 2 time warn 2 time kill wounded animal . 5 million ppl 0,5 gun per caput ."
62,False,False,False,False,False,False,False,False,False,False,"heading read , When protester take far"
63,True,False,False,False,False,True,False,False,False,True,This Muslim man anything mind peace . He want stir dissonance trouble among Americans using racist accusation . THAT IS HIS MAN GOAL .
64,True,True,False,False,False,False,False,False,False,False,"Add another imbecile bunch , reporter incompetent bastard"
65,True,True,False,True,False,False,False,False,False,False,This interviewer right . This guy show respect paramilitary police killing getting away . Ha !
66,True,True,False,False,False,False,False,False,False,False,You dumb people
67,True,True,False,False,False,False,False,False,False,False,bassem I think walmart hiring holiday . get job loser ! ! !
68,False,False,False,False,False,False,False,False,False,False,Teen face life prison pot brownie . 90 year old man get arrested feeding poor . Police officer set free charge whatsoever killing teenager . Don ' people see wrong ?
69,False,False,False,False,False,False,False,False,False,False,`` know I ' sayin '' ... wow
70,True,False,False,False,False,True,True,False,False,False,"YEah You right 1 white shot black hell break lose , black shot black protest maybe start protest black shotting black , buy thier story ,"
71,True,False,False,False,False,True,True,False,False,False,"Lets Steal convenience store let go punch cop face get shot 6 time , let get black people white apologist run around street setting building fire , fucking dirty gutter rat living welfare causing violence , look rest black people live ... dirties Ebola plague ridden continent , lucky white country come cure dumb ass ."
72,True,True,False,False,True,False,False,False,False,False,I ' dude fuck punk police
73,True,False,False,False,False,True,True,False,False,False,What stupid arab . Police shoot apprehend ? Lmao That ' work attacked !
74,False,False,False,False,False,False,False,False,False,False,5:09 plain n simple truth
75,False,False,False,False,False,False,False,False,False,False,Lmfao dude taking like ? ? ? -_\ I hear talking I ' know ' saying ! Smh
76,False,False,False,False,False,False,False,False,False,False,"I understand anger , war answer !"
77,False,False,False,False,False,False,False,False,False,False,Iz nuffinz !
78,True,True,False,True,False,True,True,False,False,False,"What ignorant coward , full emotion , estrogen apathy . And hell come ? Fuckin racially ambiguous blackwashed loudmouth . They really chose pathetic man interview ."
79,True,True,False,False,True,False,False,False,False,False,"That motherfucker angry , I understand"
80,True,True,False,True,False,False,False,False,False,False,Let ' get straight present fact mass medium beginning . 18 yr old ( legal aspect adult ) robs convince store . The criminal later flees seen aprehended police . Resists arrest altercation occurs two . The police ( every case similar us force ) . Criminal killed . The killing go court . A randomly selected jury view evidence hears witness pertain case . Radom jury reach unanimous verdict guilty . Im sorry protestors I ' DEMOCRACY !
81,False,False,False,False,False,False,False,False,False,False,Do protestors work living ? ? get ( time ) ....
82,False,False,False,False,False,False,False,False,False,False,"If people would obey law , like normal human being . This would never happen . < - WINNER"
83,False,False,False,False,False,False,False,False,False,False,No indictment ... moving right along .
84,True,False,False,False,False,True,True,False,False,False,If act like animal get treated like animal
85,False,False,False,False,False,False,False,False,False,False,Michael Smerconish + Hack .
86,True,True,False,True,False,False,False,False,False,False,"Sure ... totally looked FACTUAL evidence trial ... More like special treatment . BUT HEY , knew going happen , ?"
87,True,True,False,False,False,False,False,False,False,False,You tellin fact steal swisher sweet value life ... Just admit racist quit bunch FAGGOTT bitch
88,True,False,False,False,False,True,True,False,False,False,"Proof Blacks victim : 1 . Statistically Cops kill white black , yet white see necessary save life cost , place like Ferguson lose mind . 2 . Statistically 93 % murdered black killed black , white consisting 3 % murderer 4 % race . 3 . Whites enslaved black first , 150 year . This Europeans ( race started America later enslaved Africans ) began searching North Africa establish trade good native . From 1520s late 1600s white enslaved first . Later table turned . This boy girl called 'Karma . ' 4 . Statistically 50 % murder US alone Blacks , despite making 14.1 % entire US population , despite white make 63 % US population make 46 % murder . 5 . Whites make 38 % welfare recipient black making 39 % . This seem extreme realize 39 % ( black ) consists 14.1 % , whith 38 % ( white ) making 63 % US . Meaning individual black person 5 time likely white use welfare ."
89,True,True,False,False,False,True,True,False,False,False,White man ' finish sentence America need wake ! ! truth murder !
90,False,False,False,False,False,False,False,False,False,False,I ' sure avoid getting guy ' taxi cab .
91,True,True,False,True,True,False,False,False,False,False,FUCK MEDIA Bassem right find something real investigate . You ' exaggerating want view MONEY . FUCK YOU SELFISH FUCKS These people DISGUSTING . I ' know bare NASTY self .
92,False,False,False,False,False,False,False,False,False,False,CNN youse guy going far I ' tell bad going happen bad going benefit I ' care much money Ellen better like rest careful put put Russia careful kid
93,False,False,False,False,False,False,False,False,False,False,guy need grow .
94,True,False,False,False,False,True,True,False,False,True,"Shoot apprehend ? Easier said done .. When evidence presented , Michael brown still attackin darren shot twice .... People misconception , like movie , one gun shot anywhere body , disable attacker . This false belief .. There case people still attacking running ' shot 2-3 time . For god sake , 50 cent shot 9 time ' alive ... When ' attacked 6 ft 3 200 somthing pound person , ' back , hard say I '' goin shoot apprehend . Had michael brown copnducted like gentleman , happened . He aggresive piece shit , muslim shit head ' better . He ' filled rage answer anything . Progression come tolerance violence ."
95,False,False,False,False,False,False,False,False,False,False,"It ' Brown , daily killing non-whites white cop ' reality ."
96,True,True,False,False,False,False,False,False,False,False,How guy hired ? What idiot
97,True,True,False,False,False,False,False,False,False,False,This guy moron .
98,True,True,False,False,False,False,False,False,False,False,Cnn ... touch .. close idiot .. people watching comedy reporting.lol
99,True,True,False,False,True,False,False,False,False,False,"Bassem Masri criminal , thug psychopath . He credibility , humanity . He need locked jail cell . Time rubber-room straight-jacket Bassem . Get intellectually dishonest butt community ."
100,True,True,False,False,False,False,False,False,False,False,CNN joke !
101,True,True,False,True,False,False,False,False,False,False,I wonder police expect happen continually abuse kill people ? Do honestly expect public nothing ? To lay back take let cop turn one massive street gang allowed kill without consequence ? Even rat cornered defend ..
102,True,True,False,False,True,False,False,False,False,False,`` I ' want son death vain . '' `` LET 'S BURN THIS BITCH DOWN ! '' Stupid fuck destroying livelihood . Peaceful protest fucking as .
103,False,False,False,False,False,False,False,False,False,False,This guy hero .
104,False,False,False,False,False,False,False,False,False,False,Did say sound spitting `` Arab expression '' ?
105,False,False,False,False,False,False,False,False,False,False,Wow ! ! !
106,False,False,False,False,False,False,False,False,False,False,I think indecent unessacerry event one person shot . Mr. Brown stole something ' intirely police officer fault .
107,True,True,False,True,False,False,False,False,False,False,"This genuine failure leadership President United States . This nice town , Ferguson , declared state emergency . It put martial law , federal troop stuffed town , non-residents pushed . Everyone knew going another riot . But ... President ? He want offend black community . He want anyone else get shot . So let 'er burn baby burn . Seems , real leader could way . Mr. President , sir , failed reprehensibly - I accuse .﻿"
108,False,False,False,False,False,False,False,False,False,False,"anyone know irradiating commercial strawberry seed , mine wont germinate ?"
109,True,False,False,False,False,True,True,False,False,False,Arabs Hate black people . This ISIS sympathizer want call community . Nonsense .
110,True,False,False,False,False,True,True,False,False,False,I ' life understand people think Mike Brown martyr cause . The man criminal . Are black people criminal ? Absolutely . Are white criminal ? Hispanic criminal ? You betcha . If situation EXACTLY race reversed would issue .
111,False,False,False,False,False,False,False,False,False,False,Well done 👍
112,False,False,False,False,False,False,False,False,False,False,"Old man way tried forever well worked , look ."
113,False,False,False,False,False,False,False,False,False,False,3:44 U wat im sayin
114,True,True,False,False,False,False,False,False,False,False,Without badge bitch half . So fuck police ! !
115,True,True,False,False,True,True,True,False,False,False,"THIS ARAB PIECE OF SHIT , , , ACTING LIKE HE GETS HARRASSED , , HE OR HIS PARENTS OWN A STORE AND YET HE ACTS LIKE HE GETS TREATED LIKE BLACK PEOPLE LOL ... people steal store , , moron piece shit"
116,False,False,False,False,False,False,False,False,False,False,It ' people like guy make America shake head . Nawamsain ' ? No fuck ' .
117,True,True,False,True,True,False,False,False,False,False,"Police brutality affect everyone . It ' black issue , made `` black '' issue ' people black tend stop listening . End racial profiling police ' fuck everyone ? Police ' care WHAT color , policeman fuck . If look youtube notice brutality discriminate . So stop racial bullshit , want cop finally held accountable powertripping action , need realize playing whole `` I ' black , black , black '' card , make people black feel le sympathetic every race issue ."
118,False,False,False,False,False,False,False,False,False,False,CHRISTIANS ROCK !
119,False,False,False,False,False,False,False,False,False,False,The good CNN anchor I ever seen ...
120,True,False,False,False,False,True,False,False,False,True,Islamic Terrorist insighting hatred violence disguise african citizen time american citizen realise true enemy islam black white people
121,True,True,False,False,False,False,False,False,False,False,Fuck CNN corrupt demon worshiping fool
122,True,True,False,False,False,False,False,False,False,False,This guy dumbass . He claim policed hired thug took phone shot round without evidence back claim .
123,True,True,False,False,False,False,False,False,False,False,Mike brown father NOT buy .... got caught video saying `` Burn bitch `` reffering Ferguson ................ dude interviwing thug given air time .............
124,True,False,False,False,False,True,True,False,False,False,"Brown isused excuse loot take people shit destroy neighborhood , haaaa typical ghetto bullshit . Ya ' even hood , ya ghetto bitch collecting free rent govt fighting govt . occupy Wall Street fagets nothing else , go clean highway ! ! ! ! !"
125,False,False,False,False,False,False,False,False,False,False,WTF ! ! Isn ' guy got mugged iphone 6 ferguson ? ? That video hilarious ! !
126,False,False,False,False,False,False,False,False,False,False,"* WHAT DOES TRAYVON MARTIN AND MICHAEL BROWN HAVE IN COMMON ? * * THE REAL REASON BEHIND THE RIOTS THAT NO ONE DARE SPEAK OF . * As Zimmerman case common factor race monger like Al Sharpton , CNN MSNBC whipping black community see racism racism injustice injustice . Give year two I promise , WILL another Zimmerman Michael Brown style case . * But bigger question WHY similar case ? * Because rather face REAL root cause many problem suffered black Americans - poverty , high crime , high black black murder rate , far easier turn blind eye , point finger shout RACISM ! * SO WHAT IS THE ROOT CAUSE OF BLACK PROBLEMS IN AMERICA IF ITS NOT RACISM ? * The root cause break black American family high number fatherless child growing single parent home . The government statistic reveal child born fatherless home likely drop school , likely history unemployment , high chance poverty , likely serve time prison - list go . When look fact 70 % black child grow fatherless home compared 24 % white child see number begin explain WHY black poverty black crime high amongst black America 70 % black mother welfare . Complied dysfunctional gangster-rap culture glorifies promiscuity , drug dealer abuse woman power gun , see problem beginning emerge reason death Trayvon Martin Michael Brown begin come clear . Black Americans , 13 % minority , 54 % dying probably 54 % killing . That need said . So black culture violence financed welfare system . * CONCLUSION * * Like said - WILL BE another `` race based case '' sooner latter - fact NEVER end . As long race monger like Sharpton , CNN MSNBC continue promote idea racism rather disintegration black American family another Ferguson around corner ! *"
127,False,False,False,False,False,False,False,False,False,False,"How many shot disable one man ? If officer felt threatened call backup ? How many shot one man can not continue threaten another ? With transcript witness evidence released seems question unanswered answered , I pray involved might find peace terrible encounter . Amen"
128,True,True,False,False,True,True,False,False,False,False,My thought `` waste skin ' catching desert 3300fps make popular guy `` free people allowed '' party . But I ' live bookend country . The rest libshits ' would justice know MAJORITY Real Americans despise every way . Know It . Every day continue exist ying must yang motherjumper !
129,True,True,False,False,True,False,False,False,False,False,"Wow , -hole make CNN interviewer seem reasonable balanced ...."
130,True,True,False,False,False,False,False,False,False,False,Never argue idiot
131,False,False,False,False,False,False,False,False,False,False,So ratchet ! lol
132,True,True,True,True,False,True,False,False,False,True,STFU YOU MUSLIM PIECE OF SHIT ! cop fired ten round as . better still ... let cut head pour pig blood throat . I willing bet dirty fckn Islamic bastard set fire even black .
133,False,False,False,False,False,False,False,False,False,False,I made song addressing Ferguson issue today . Please listen thank Tha Bigger Picture - SoundCloud Listen Tha Bigger Picture Kool D # np # SoundCloud http : //soundcloud.com/derek-savage-3/tha-bigger-picture
134,True,True,False,False,True,False,False,False,False,False,Michael Smerconish little bitch . I like subtly try insult guy guy laugh . This really show low CNN stoop garbage hole CNN become .. And piece as sucking work Michael Smerconish . I guess wonder home DO N'T WATCH CNN . ( CRAP NEWS NETWORK )
135,False,False,False,False,False,False,False,False,False,False,"NO THANKSGIVEN OR CHRISTMAS Owners Business Looted , stole , Burned good reason NONE FOR YEARS TO COME , These People NOTHING except serve one Burned . May God mercy I WOULD NOT ."
136,False,False,False,False,False,False,False,False,False,False,The grand jury amd processor much power justice system amd connection police department ' I ' sayin honestly
137,True,True,False,True,False,False,False,False,False,False,"They protecting serving u , people like Michael Brown . The guy deserved killed , cry ..."
138,False,False,False,False,False,False,False,False,False,False,"If cop shot white guy , would riot . But since shot black guy , everyone seems think black . Look evidence skin color . Everyone always throw race card crap like ."
139,True,True,False,True,False,True,True,False,False,False,"I find amusing protester claim ' fighting racism yet blind racism . There several report black people attacking white people . Just couple day ago , reported white man beaten death hammer black teen St. Louis . Yeah clearly racial intent . Fucking hypocrite ."
140,False,False,False,False,False,False,False,False,False,False,"EXCELLENT ! ! They ' ( media-slaves ) u wait speak , , get lost next tragedy .. ' travesty happening ' going since thee origin USA . Nøbody free . Thee illusion real . & thee struggle . & ' experiencing collision experiment . Psychological warfare attrition . In typing , ,always aware baiting .. ' allow `` create 'helter skelter '"
141,True,True,False,True,False,False,False,False,False,False,"Michael Brown , rob store assaulted store owner . Then fought police officer Darren Wilson police window went officer gun , shot killed . Brown shirt saying I ' armed . This happens criminal activity , regardless color skin . A linch mob mentality get way , public pressure fact support Browns activity day . Some wonder Brown wanted death ( suicide ) cop family could sue ."
142,True,True,False,False,True,False,False,False,False,False,fucking fuck ' even defend properly joke
143,True,True,False,True,False,False,False,False,False,False,Wow .. Think I ' going buy bullet proof vest .. shit ! black like everybody tryin ' shoot . !
144,True,False,False,False,False,True,True,False,False,False,If black officer shot white guy would fine black people . I ' racist .
145,True,True,False,False,True,False,False,False,False,False,"This delusional moron ' anger ONLY justified Mike , indeed , unjustly killed . If , hand , Mike malicious person , shooting justified , rioting justified . NO ONE know happened day , riot taking place basis assumption ."
146,True,False,False,False,False,True,True,False,False,False,"OMG ! IT 'S A TERRORIST ! AN ISIS UNDERCOVER-AGENT ! What , Americans ? ? ? ? ARREST HIM !"
147,False,False,False,False,False,False,False,False,False,False,Keep letting real people get front camera ... The truth told purest form .
148,False,False,False,False,False,False,False,False,False,False,criminal kid get shot police almost everyday . Plus Mike Brown bad criminal record started fight .
149,True,True,False,False,False,False,False,False,False,False,"The city full really , really , really dumb people . Can ' try reason ."
150,True,False,False,False,False,True,True,False,False,False,This county go back middle east ' county b
151,False,False,False,False,False,False,False,False,False,False,"people get shot everyday , come one thats getting attention"
152,True,False,False,False,False,True,True,False,False,False,"Why history mankind people color , creed culture found way rise ash oppression self betterment self preservation , EXCEPT black ? ? ? ? ? ? ? ? ? ? ? ? ? ? ! WHY ? Please enlighten unknown phenomenon ."
153,True,True,False,False,True,False,False,False,False,False,What fucking douche bag
154,True,True,False,True,False,False,False,False,False,False,CNN need hire man . He real American . We trouble .
155,True,False,False,False,False,True,True,False,False,False,"One feral hoodlum put , rest u longer need fear thuggish behavior . Upset ? Blame parents- failed raise right provide proper supervision . Or , defective start . Either way sound like case quality control . Thank Officer Wilson job ."
156,True,True,False,True,False,False,False,False,False,False,The US government killing population !
157,True,True,False,False,False,False,False,False,False,False,FAKE ! ! ... CNN IS BS
158,True,True,True,False,False,True,True,False,False,False,We need get back basic . When savage riot protest use German Shepard ' . shoot animal ...
159,True,True,False,False,False,False,False,False,False,False,Why hell even interviewing ? This guy ' idiot .
160,True,True,False,False,True,False,False,False,False,False,"Oh God . I fucking love Arab guy . Such wise word . He seriously someone open eye world . He see thing , rare world today . A big fucking amen guy ... Wake fuck America"
161,True,True,False,True,False,False,False,False,False,False,"Mr. Smerconish , Sir , journalist . NO journalist say claim interview object / searching 15mins fame part interview . And/ / speak direction wanted . - If anything , trying DEFAME person . And illegal ! And definitively serve time ! You go back school truly obvious handle word mouth care NOR critical enough Authorities ! Why would wait ton paper show know ... That INDEED ran , stopped , hand air got shot , multiple time . There doubt side happened witness say . There , however , investigative journalist go ask people . Your opinion NOT superior ! GET OFF YOUR CHAIR AND GO OUT AND DO SOME REAL REPORTING ! SHAME ON YOU ! ! ! And SHAME ON CNN FOR NOT HIRING PROFESSIONALS ! !"
162,True,False,False,False,False,True,True,False,False,False,That Arab rapping 3:14 Go ahead bro .... LOL So getto
163,False,False,False,False,False,False,False,False,False,False,Isn ' dude got knocked phone stolen Ferguson ?
164,True,True,False,False,True,False,False,False,False,False,"Bassem Masri uneducated idiot . Just listen word coming mouth , sound like stupid little kid . Sorry , please grow fuck learn law instead repeating `` FREEDOM OF SPEECH '' , `` I 'M A CITIZEN '' , `` GO AHEAD BRO , I 'LL LISTEN TO YOU '' . Somebody shut guy ."
165,True,False,False,False,False,True,True,False,False,False,"“ Do White child deserve future ? Tens million non-Whites flooding White country every year , decade , mean Whites minority every country founded . Black country remain majority Black , Asian country remain majority Asian . Only White country affected . This genocide international law . But anti-Whites ’ call genocide ; call diversity . Diversity mean chasing every last White child . Anti-racist codeword anti-White . ”"
166,False,False,False,False,False,False,False,False,False,False,Bassem Masri well said bro !
167,True,True,False,False,False,False,False,False,False,False,"This guy idiot , ' best , lost already ! ! WHAT A BOZO ! !"
168,True,True,False,False,True,True,True,False,False,False,go back ' period big mouth MORON
169,True,False,False,False,False,True,True,False,False,True,Muslims like spit white people . Brought Muslims nggrs I still wait big plasma cheap tv looted shop .
170,True,False,False,False,False,True,False,False,False,True,Yep Muslim bitch
171,True,True,False,True,False,False,False,False,False,False,Masri unemployed
172,False,False,False,False,False,False,False,False,False,False,"wait area majority African Americans , make since majority people pulled searched arrested area would African American well ?"
173,False,False,False,False,False,False,False,False,False,False,"This video liberal propaganda used divide people fuel chaos Ferguson . Stay tuned trial fact deciding `` evil white people '' source problem . And I mean straight watch trial , fox news , CNN , MSNBC ."
